"id"	"Intensity.12500amol_R1"	"Intensity.12500amol_R2"	"Intensity.12500amol_R3"	"Intensity.125amol_R1"	"Intensity.125amol_R2"	"Intensity.125amol_R3"	"Intensity.25000amol_R1"	"Intensity.25000amol_R2"	"Intensity.25000amol_R3"	"Intensity.2500amol_R1"	"Intensity.2500amol_R2"	"Intensity.2500amol_R3"	"Intensity.250amol_R1"	"Intensity.250amol_R2"	"Intensity.250amol_R3"	"Intensity.50000amol_R1"	"Intensity.50000amol_R2"	"Intensity.50000amol_R3"	"Intensity.5000amol_R1"	"Intensity.5000amol_R2"	"Intensity.5000amol_R3"	"Intensity.500amol_R1"	"Intensity.500amol_R2"	"Intensity.500amol_R3"	"Intensity.50amol_R1"	"Intensity.50amol_R2"	"Intensity.50amol_R3"
"P14127"	56825000	56279333.3333333	57387000	46544666.6666667	56844333.3333333	45340666.6666667	54160000	71774333.3333333	64554333.3333333	48645000	57601000	59540666.6666667	40983666.6666667	53117333.3333333	46562000	66697000	70775666.6666667	62043333.3333333	58784333.3333333	58271333.3333333	60305666.6666667	59741333.3333333	62180333.3333333	59667666.6666667	58515666.6666667	53451666.6666667	57424666.6666667
"P00044"	20075650	14067850	13175050	25223000	23314100	33692000	10683100	29049000	39671000	23353000	11681200	10027300	11638450	19285300	11568933.3333333	26742050	15456400	25558000	12194450	24715000	14936250	27896000	17347500	16790900	62627000	45029000	24714066.6666667
"Q06142"	5488300	5069700	NA	4617750	2539900	NA	NA	6331600	6525100	NA	NA	NA	NA	NA	NA	NA	5559600	7331900	NA	NA	NA	NA	NA	NA	NA	4020800	NA
"P33322"	6446450	3134700	10215000	14245000	12425000	13886000	3348900	4673200	4040800	5992850	3432900	7634750	8812800	3011700	11462000	9356100	9875500	NA	3921600	3379000	2827650	NA	10045000	8329750	NA	NA	2262800
"P13663"	30730666.6666667	32660333.3333333	36851000	36089000	21574000	36710333.3333333	29458666.6666667	39439000	33418666.6666667	33505333.3333333	31950000	15994666.6666667	32900666.6666667	15647333.3333333	35956000	33936000	38108000	31366666.6666667	23575000	38741000	17111333.3333333	39445666.6666667	24538666.6666667	16573333.3333333	24381333.3333333	24229000	21792333.3333333
"Q12377"	2292400	1555200	1866200	1916300	2951400	NA	3678000	7849700	2242300	6119400	NA	3025900	3444500	4397800	2431450	3402700	2723300	1971800	NA	NA	1976600	4165600	NA	4574600	3392200	5066400	3363900
"P0CX36"	52118000	55545333.3333333	52470666.6666667	72838000	56625333.3333333	56100666.6666667	53908666.6666667	56814666.6666667	56121333.3333333	52776000	48046000	50885333.3333333	60927333.3333333	48680666.6666667	58193333.3333333	58951333.3333333	65343666.6666667	60359666.6666667	40213333.3333333	44801333.3333333	46146000	53502000	35642000	35168000	71628666.6666667	55685333.3333333	54346000
"Q03973"	NA	NA	NA	4052550	3806700	5639700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P53622"	4158600	5261666.66666667	8482333.33333333	8598033.33333333	9173250	8609833.33333333	4305250	5189450	5340066.66666667	7020533.33333333	3242700	4724750	5358400	7875566.66666667	5067766.66666667	6543566.66666667	6711250	8932900	3089800	4169400	2883200	7397966.66666667	3652600	7661466.66666667	10088866.6666667	9510833.33333333	10636966.6666667
"P00812"	12997900	10793833.3333333	11671933.3333333	13157733.3333333	12196066.6666667	11740533.3333333	10941433.3333333	13193366.6666667	10971166.6666667	12027533.3333333	11252000	11507300	12250333.3333333	12068800	11641833.3333333	13739450	11076700	11374400	9542650	10994433.3333333	10596833.3333333	12863300	7541766.66666667	7664733.33333333	5820066.66666667	11589233.3333333	12794866.6666667
"P33297"	6257000	5582850	6832950	5823966.66666667	6608600	5517766.66666667	4753500	7233900	5759600	6892850	5840250	5693133.33333333	6001633.33333333	5222233.33333333	5880500	7396300	5958950	5282500	5441933.33333333	3641600	5062966.66666667	6301850	6073300	6265500	6226800	4458700	6139800
"P07267"	66727333.3333333	71316333.3333333	65111333.3333333	83637000	21595000	75129666.6666667	69928333.3333333	73909000	58834333.3333333	69600666.6666667	69053333.3333333	20765666.6666667	68153000	21685333.3333333	72947000	63169000	65024666.6666667	63535666.6666667	52783666.6666667	62152333.3333333	53271000	67274000	10664750	21339333.3333333	13104000	21118566.6666667	18322900
"P07281"	47588000	23374233.3333333	57409333.3333333	46025000	43236300	50124000	53955333.3333333	65199000	53008000	44832000	45774100	47612466.6666667	26073566.6666667	42688800	45092666.6666667	52138000	62918000	64288000	44314000	47225333.3333333	46388000	29532066.6666667	49885666.6666667	44780900	46261666.6666667	46759000	47255666.6666667
"P54885"	5292400	3114200	3350400	3789933.33333333	3427550	3763750	3038000	4831050	5715800	10690000	3090850	3403350	3166300	5086800	3872650	4932450	5077400	5534800	5331233.33333333	3088000	3272200	NA	4463066.66666667	3748050	4932550	4855250	7767400
"Q04491"	5704166.66666667	5362333.33333333	5474866.66666667	6606600	5835100	5923633.33333333	5873150	8834450	5899700	4401550	6042800	4804550	5312233.33333333	5832600	5260033.33333333	7404650	5298100	6217766.66666667	6151766.66666667	6250600	5217166.66666667	4957000	5443900	5663550	2942250	6530533.33333333	6971033.33333333
"P40413"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2648000	3406100	NA	NA	233710550	NA	NA	NA	NA	NA	NA	NA	1811100	NA	NA
"Q00055"	9207100	8184200	8419966.66666667	9954133.33333333	8358666.66666667	8067533.33333333	8271600	12911333.3333333	11076133.3333333	7269766.66666667	7625533.33333333	8677666.66666667	7850666.66666667	5043000	8390733.33333333	8762200	8561566.66666667	7342700	9087400	8379900	8570866.66666667	7614200	6789666.66666667	8148600	14149266.6666667	9778333.33333333	11948333.3333333
"P38845"	6401700	5712200	5006350	5784400	6324250	7522600	NA	8953500	6506200	7255600	6308900	6737700	5638350	5820550	5867650	NA	7032100	5993500	8177100	6570800	6438600	4887300	6942050	7217600	5266050	6481000	5894150
"P81449"	NA	3231600	3162500	NA	NA	NA	3501100	NA	NA	NA	NA	NA	NA	NA	NA	5010600	3260500	3115500	NA	NA	NA	NA	NA	NA	NA	5865800	NA
"P20606"	16078000	13678566.6666667	15383133.3333333	16087300	17543000	16330066.6666667	15423766.6666667	15573733.3333333	15137466.6666667	13113766.6666667	16840000	14938933.3333333	14280033.3333333	15467466.6666667	15576666.6666667	17831266.6666667	16546200	18020666.6666667	15890500	14406500	15379333.3333333	15832200	14629933.3333333	15690666.6666667	15066333.3333333	16393633.3333333	28637000
"Q08977"	12327733.3333333	11010866.6666667	12532650	10565166.6666667	42243666.6666667	12055850	35823800	12784300	13122700	10015933.3333333	10931333.3333333	13761350	9615900	10770100	9914100	38770000	12829366.6666667	5752600	14111600	35269700	10744500	12127050	14023550	9206966.66666667	10658233.3333333	9507900	10779700
"P53852"	11748066.6666667	NA	7167400	3962050	NA	4117500	NA	NA	NA	NA	NA	16567150	NA	4852100	3993600	6174850	3943700	6091300	25918000	NA	7280500	NA	4915500	NA	4825900	3898550	3033300
"P07263"	6592550	8847700	7002950	8724800	8830800	7216750	6212100	8536400	8744800	7037100	7188200	9017200	7025750	6422766.66666667	6605950	8305933.33333333	7842300	8368500	7853700	9696300	10850000	6020150	7477766.66666667	7109733.33333333	8416633.33333333	11672633.3333333	10078500
"P24783"	2233300	2353700	NA	NA	2076900	NA	NA	NA	NA	NA	2134800	1834700	NA	NA	NA	NA	3017600	NA	1838400	NA	NA	NA	1945100	NA	NA	NA	NA
"P34760"	142696666.666667	150923333.333333	153716666.666667	150950000	139250000	147533333.333333	142413333.333333	175590000	157053333.333333	143806666.666667	142566666.666667	139326666.666667	104826333.333333	126199333.333333	145586666.666667	181580000	164216666.666667	169873333.333333	141993333.333333	146320000	138223333.333333	144206666.666667	135206666.666667	131120666.666667	242370000	192736666.666667	173323333.333333
"P29704"	8634850	NA	NA	9586300	4712150	NA	NA	NA	12730000	NA	NA	NA	NA	NA	NA	3058600	3320600	3530000	NA	NA	NA	NA	NA	NA	3422150	4655333.33333333	6906400
"P15454"	23583666.6666667	24917333.3333333	24165666.6666667	28404500	27872333.3333333	25386333.3333333	21397000	27127000	25586333.3333333	16439566.6666667	18371866.6666667	25737000	11590800	23445333.3333333	18253500	29842666.6666667	29806333.3333333	28672333.3333333	22822666.6666667	17569000	22593666.6666667	18420800	28483000	19005900	31817000	20458366.6666667	25660666.6666667
"P15700"	NA	NA	4594900	6702600	5458200	NA	NA	NA	NA	NA	NA	NA	NA	NA	6428800	5598700	6349800	6498000	NA	NA	NA	NA	NA	NA	4694000	5511000	4970150
"P53228"	NA	1785400	2423400	3222300	NA	NA	NA	2748500	NA	NA	2211700	3186600	NA	NA	NA	NA	NA	NA	NA	NA	3328850	NA	NA	2573300	NA	NA	NA
"P0CX37"	54444333.3333333	54367666.6666667	51954333.3333333	39946666.6666667	55821333.3333333	36748666.6666667	51345333.3333333	61771333.3333333	55915000	43393000	54704666.6666667	58358000	14966500	56902333.3333333	15041730	64722333.3333333	64819000	60032666.6666667	56211666.6666667	52801666.6666667	56425333.3333333	14702640	59644000	57213000	52372000	53450666.6666667	24837666.6666667
"Q02821"	6818500	NA	NA	NA	NA	7008500	6407900	6532800	5218500	NA	6758700	6343500	7040600	6495300	7369500	NA	5779800	6240800	6368900	5216800	6060100	8241000	6789250	NA	8429900	NA	13310000
"P49723"	29272333.3333333	27557000	27809333.3333333	38806666.6666667	36873000	28305666.6666667	29195666.6666667	33639666.6666667	31815000	29852000	31163666.6666667	32773333.3333333	28185666.6666667	33711000	31725666.6666667	35718666.6666667	34347666.6666667	31406000	33000666.6666667	31012000	30164000	33799333.3333333	39560000	40390666.6666667	39075000	43119666.6666667	42030333.3333333
"P32449"	17642833.3333333	16869333.3333333	15988366.6666667	19403333.3333333	20040166.6666667	19311500	28641333.3333333	29374000	27954333.3333333	28866000	18156800	19427733.3333333	25327000	20001933.3333333	18433266.6666667	18951300	18419700	19620333.3333333	17620800	26779333.3333333	17754500	26594500	19297200	18854333.3333333	13602666.6666667	19554666.6666667	17282400
"P21576"	6276200	5561600	5544400	7530633.33333333	6069333.33333333	4690700	7452250	6929400	7576300	7130850	5047166.66666667	5097633.33333333	6349533.33333333	4937666.66666667	5994600	6371100	6566400	5164100	6280700	4507833.33333333	7622700	6124850	6816750	6613000	9400600	7157000	6417133.33333333
"P23254"	79328666.6666667	81935000	78015333.3333333	79474333.3333333	96529333.3333333	70340666.6666667	71485000	98051000	89595666.6666667	77213333.3333333	70902666.6666667	68741666.6666667	53572000	78304000	87965000	97853666.6666667	91378333.3333333	84031666.6666667	77686666.6666667	79370666.6666667	79301000	60317333.3333333	93387666.6666667	73314666.6666667	58480333.3333333	59248666.6666667	76011333.3333333
"B5VMJ0"	11260100	12684100	12256450	12913400	14616350	5176900	10514233.3333333	14316700	15579850	13907550	13273000	11758766.6666667	9720400	20135000	11515566.6666667	13866750	12825800	13105200	12448333.3333333	13039300	12031566.6666667	14309833.3333333	16198200	17862000	12999066.6666667	14534750	14641000
"P39015"	56873000	23956333.3333333	56773333.3333333	59531666.6666667	61399000	61956000	52533333.3333333	69254666.6666667	52186666.6666667	62774000	58840333.3333333	62575333.3333333	52151800	57628000	63684333.3333333	72593666.6666667	61084666.6666667	66171333.3333333	24609000	55773000	50435333.3333333	57508000	58266000	58931000	62609000	61290333.3333333	62716000
"P33327"	10841500	8730100	6734566.66666667	12375333.3333333	10031200	9307033.33333333	10150566.6666667	10847550	6980800	11121733.3333333	5718200	13066000	9791866.66666667	10050866.6666667	6716033.33333333	7657800	7719733.33333333	10896766.6666667	7843766.66666667	6624200	6956650	8541350	9876900	11961000	9265366.66666667	12478000	13180066.6666667
"P24280"	7715766.66666667	7353300	9228650	6959166.66666667	14846533.3333333	17378700	8328866.66666667	11119366.6666667	7369266.66666667	7975450	7013100	7681800	5153450	8381600	8135500	10045250	9298866.66666667	8392400	10919866.6666667	8279650	7555166.66666667	13013300	9851500	9691800	19147333.3333333	8640133.33333333	17942533.3333333
"P46654"	86269333.3333333	92106333.3333333	104711666.666667	120394000	102088000	97598333.3333333	90256333.3333333	124706333.333333	109659666.666667	97310666.6666667	100026333.333333	69819333.3333333	93443666.6666667	102426333.333333	102104333.333333	115008000	104523000	115791333.333333	55676333.3333333	100971666.666667	89323666.6666667	106972000	79180666.6666667	60858666.6666667	60705666.6666667	118139666.666667	99694333.3333333
"Q08295"	1755150	673410	1824173.33333333	2100996.66666667	2431166.66666667	1873090	1019400	2464233.33333333	1116300	664070	2245060	1661163.33333333	1905320	1815945	909930	1331500	1130700	1129200	NA	2042150	1268500	1118400	4162700	2276266.66666667	1492900	2151100	2125980
"P0CX42"	33625333.3333333	32635000	31071333.3333333	44974000	36739666.6666667	42798000	29083000	35481333.3333333	32084333.3333333	34429333.3333333	33874000	33368666.6666667	40423666.6666667	36830666.6666667	37781000	34314000	34376333.3333333	33041666.6666667	35486666.6666667	34336000	31107666.6666667	37436666.6666667	36446666.6666667	37332000	37831333.3333333	37734666.6666667	38306666.6666667
"Q03862"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3269500	NA	NA	NA	NA	2076800	2560300
"P05759"	21701000	10891000	20544850	33906000	9923900	38905000	21041000	13237000	8795400	34755000	20664650	21540500	35122000	9161000	34892000	27936500	27410500	25965500	9696600	13152000	30222000	40272000	67246000	37433000	22966550	20935400	21033050
"P46367"	26278666.6666667	36088000	36265000	30869666.6666667	24643666.6666667	25102666.6666667	37502333.3333333	29023666.6666667	30435333.3333333	26159666.6666667	26068666.6666667	26028666.6666667	37753000	22759666.6666667	29844666.6666667	40788000	46212333.3333333	45405666.6666667	25431666.6666667	26327333.3333333	23804666.6666667	29609666.6666667	29088666.6666667	29682000	30185666.6666667	31160333.3333333	31368333.3333333
"O76070ups|SYUG_HUMAN_UPS"	4411433.33333333	8824800	5255400	NA	NA	NA	18891666.6666667	27210000	20965333.3333333	4239400	NA	NA	NA	NA	NA	76203333.3333333	73493333.3333333	72318000	5739450	5751900	5892600	NA	NA	NA	NA	NA	NA
"P38075"	5701733.33333333	8367066.66666667	8625266.66666667	3731400	9405250	3945100	7563266.66666667	8347933.33333333	4336750	8044700	2570000	7933350	6269666.66666667	2825100	5613800	9618700	6839850	10151300	8152700	8783033.33333333	5876450	6507766.66666667	2846400	3429400	11799233.3333333	9931033.33333333	6562666.66666667
"P22141"	4120600	6908200	6393900	7495100	6389500	7332100	6037500	2362000	6483450	NA	6723900	7244000	6421300	7268100	5892000	5184200	5690500	5438350	6767900	6854200	7094700	7717700	7658400	8057700	6293050	7380600	7093700
"P41920"	7673850	NA	NA	16546500	20693000	13185000	NA	7735600	6928000	5156200	6527900	10588150	10618000	14786000	11258150	7605300	12723000	21179000	7582950	7633100	8538100	14413000	11232000	14831000	25206500	19138000	24687000
"P36010"	29245000	29299000	29841666.6666667	32029333.3333333	32552000	33214333.3333333	26051666.6666667	32910000	29202000	29155333.3333333	32010333.3333333	29347000	32516000	30742000	27946666.6666667	34217000	32739333.3333333	35928666.6666667	29439666.6666667	30844000	28490333.3333333	31894666.6666667	36388333.3333333	34050333.3333333	31924333.3333333	34724333.3333333	32585666.6666667
"Q08245"	49938666.6666667	46047000	42803666.6666667	40331666.6666667	32920000	26832666.6666667	39739666.6666667	56380666.6666667	51823666.6666667	35997333.3333333	39947000	48951666.6666667	4184566.66666667	37558000	18005033.3333333	68626333.3333333	72283333.3333333	72336666.6666667	46245333.3333333	46015000	44884666.6666667	11805200	41428333.3333333	40236000	70951333.3333333	45089000	26781666.6666667
"Q12159"	9673000	10650000	8942450	NA	13045000	NA	10160000	12732500	12289000	NA	10713000	10079900	NA	10552000	NA	11641000	13403000	12272000	9395100	11425000	10444000	NA	11828000	NA	7386700	NA	NA
"Q12680"	NA	2300900	NA	3981300	NA	NA	NA	NA	NA	NA	2691900	NA	NA	2462950	6651500	3808500	2172300	NA	NA	NA	NA	2934900	2496300	NA	3484500	1751013.33333333	2087400
"P68871ups|HBB_HUMAN_UPS"	10299300	11833300	12040666.6666667	NA	NA	NA	23082666.6666667	29183333.3333333	21585666.6666667	NA	NA	NA	NA	NA	NA	56033666.6666667	53696333.3333333	54858666.6666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q06146"	3215200	3664400	NA	3982400	5635500	6835100	6862200	8820400	9526300	3420600	4780900	5759500	3801100	NA	3915100	6895850	NA	7489000	3173800	6088500	6075000	4752300	4238600	6670950	7968100	9618300	NA
"P15625"	12213800	12159033.3333333	13772333.3333333	18732333.3333333	17871333.3333333	12106666.6666667	13572733.3333333	16925666.6666667	13114000	14074333.3333333	12658500	13730000	12777000	11995400	13213700	17221000	16008333.3333333	11055666.6666667	12880000	11278633.3333333	12862333.3333333	13947666.6666667	13124233.3333333	10939000	15016500	11863000	11074466.6666667
"P40422"	6435100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P15559ups|NQO1_HUMAN_UPS"	8816733.33333333	9252966.66666667	7008033.33333333	NA	NA	NA	17465000	19548266.6666667	19296333.3333333	1898200	NA	NA	NA	NA	NA	51767333.3333333	55678000	57591333.3333333	4355900	3593400	4350900	NA	NA	NA	NA	NA	NA
"P37302"	14039166.6666667	12347933.3333333	15359000	13730000	12863133.3333333	12276033.3333333	11923666.6666667	17321800	14364666.6666667	17856000	13019650	13400550	19940000	14217000	20973000	17109333.3333333	14627666.6666667	16083000	13582933.3333333	14258900	12159300	18168000	7036200	14224250	16417766.6666667	14844066.6666667	14460566.6666667
"P62937ups|PPIA_HUMAN_UPS"	7049366.66666667	5429533.33333333	6090066.66666667	NA	NA	NA	11460666.6666667	15925333.3333333	13580333.3333333	NA	NA	NA	NA	NA	NA	41198000	30100000	36939333.3333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P07560"	6538590	7909866.66666667	8414000	9689950	10666000	7876000	9748350	10178866.6666667	11832500	9428500	6813476.66666667	7908700	NA	7287100	6966300	9037733.33333333	8201363.33333333	11642100	7177130	5927966.66666667	8208433.33333333	7510300	8250666.66666667	10350000	9877700	9210600	9332300
"P32861"	11043633.3333333	12876000	6988366.66666667	9580866.66666667	11008966.6666667	10387866.6666667	9833300	13979400	12502700	12447433.3333333	10854933.3333333	11062166.6666667	5519750	9901166.66666667	5258400	13365100	13920733.3333333	11701633.3333333	11351733.3333333	11077866.6666667	11656000	8308933.33333333	10908466.6666667	8948333.33333333	10116066.6666667	10168933.3333333	11232033.3333333
"P40472"	7215900	7222300	3780900	8081100	8635700	6761200	6381000	7917700	4895950	7321300	6900200	7810300	4031000	7798500	4395850	4944900	7287500	5141600	7382500	6290700	4429150	8466100	8027300	7369300	8323000	8422900	8472500
"P04037"	13710200	13696600	12396400	15425700	23066000	13552300	5612300	10058850	6584800	14365850	13702600	13373550	13522050	13264650	21279000	17212250	27568000	23349000	13293666.6666667	13815700	13426966.6666667	14652100	14549300	14932900	4387800	15989000	14830366.6666667
"P02994"	484750000	408056666.666667	430220000	400430000	396583333.333333	398703333.333333	449200000	553856666.666667	492510000	388496666.666667	469393333.333333	481933333.333333	377950000	411740000	404973333.333333	542093333.333333	518440000	471710000	489306666.666667	477260000	480240000	422143333.333333	437086666.666667	454023333.333333	566646666.666667	461940000	390163333.333333
"P31412"	12654150	5788933.33333333	10922000	9900600	10380350	13280700	7993350	12612000	7805600	12324000	12203500	12075750	10081000	9536100	9149250	7931300	7932633.33333333	9351150	9249650	9207623.33333333	14247000	9591266.66666667	9417200	11457550	6873466.66666667	10019050	6675000
"P32528"	NA	NA	1350500	NA	2531500	NA	1010000	3737300	1736500	3559550	4291000	3983050	NA	NA	4324300	4165233.33333333	NA	NA	5912700	2942650	NA	3405363.33333333	NA	5545900	5361600	5099050	3655050
